transaction_id,customer_id,product_category,amount,transaction_date,store_location
84,65,Clothing,773.67,2023-01-01 13:50:00,Chicago
85,2569,Clothing,68.53,2023-01-01 14:00:00,Houston
86,2028,Books,973.87,2023-01-01 14:10:00,Chicago
87,2696,Home,729.87,2023-01-01 14:20:00,Houston
88,1496,Books,954.8,2023-01-01 14:30:00,Houston
89,392,Books,979.47,2023-01-01 14:40:00,NYC
90,4515,Books,363.43,2023-01-01 14:50:00,Houston
91,4475,Books,547.95,2023-01-01 15:00:00,Houston
92,3562,Electronics,732.17,2023-01-01 15:10:00,LA
93,2279,Home,850.59,2023-01-01 15:20:00,Houston
94,3100,Books,971.24,2023-01-01 15:30:00,NYC
95,201,Home,974.71,2023-01-01 15:40:00,NYC
96,4876,Books,334.48,2023-01-01 15:50:00,Chicago
97,3105,Electronics,683.67,2023-01-01 16:00:00,Chicago
98,4599,Books,155.46,2023-01-01 16:10:00,Houston
99,2455,Clothing,812.42,2023-01-01 16:20:00,NYC
100,3646,Electronics,167.91,2023-01-01 16:30:00,NYC
101,805,Home,891.77,2023-01-01 16:40:00,NYC
102,2732,Clothing,979.31,2023-01-01 16:50:00,LA
103,2774,Clothing,95.48,2023-01-01 17:00:00,Houston
104,1571,Electronics,517.24,2023-01-01 17:10:00,Chicago
105,2691,Home,272.08,2023-01-01 17:20:00,LA
106,3841,Electronics,475.33,2023-01-01 17:30:00,Houston
107,1029,Books,300.84,2023-01-01 17:40:00,Houston
108,503,Electronics,74.99,2023-01-01 17:50:00,Houston
109,4494,Electronics,400.19,2023-01-01 18:00:00,Houston
110,871,Books,212.52,2023-01-01 18:10:00,Chicago
111,4489,Books,553.8,2023-01-01 18:20:00,Chicago
112,207,Home,683.75,2023-01-01 18:30:00,NYC
113,1485,Electronics,411.25,2023-01-01 18:40:00,Chicago
114,864,Books,211.6,2023-01-01 18:50:00,Chicago
115,2791,Home,199.79,2023-01-01 19:00:00,NYC
116,564,Home,12.36,2023-01-01 19:10:00,Chicago
117,4192,Books,705.36,2023-01-01 19:20:00,NYC
118,1758,Books,260.59,2023-01-01 19:30:00,Chicago
119,1679,Home,971.03,2023-01-01 19:40:00,NYC
120,3243,Clothing,749.59,2023-01-01 19:50:00,Chicago
121,4637,Books,302.42,2023-01-01 20:00:00,NYC
122,1060,Clothing,167.36,2023-01-01 20:10:00,NYC
123,1723,Home,628.1,2023-01-01 20:20:00,NYC
124,3315,Electronics,865.91,2023-01-01 20:30:00,Chicago
125,3158,Clothing,588.48,2023-01-01 20:40:00,NYC
126,2626,Clothing,20.86,2023-01-01 20:50:00,Chicago
127,2730,Clothing,788.43,2023-01-01 21:00:00,LA
128,1598,Clothing,964.58,2023-01-01 21:10:00,NYC
129,3061,Clothing,57.0,2023-01-01 21:20:00,NYC
130,2694,Clothing,811.04,2023-01-01 21:30:00,LA
131,4892,Electronics,721.81,2023-01-01 21:40:00,NYC
132,3628,Electronics,403.52,2023-01-01 21:50:00,Chicago
133,1364,Electronics,637.73,2023-01-01 22:00:00,Houston
134,1982,Clothing,167.22,2023-01-01 22:10:00,Houston
135,1664,Home,722.89,2023-01-01 22:20:00,NYC
136,1530,Books,585.43,2023-01-01 22:30:00,NYC
137,2039,Clothing,95.72,2023-01-01 22:40:00,NYC
138,3303,Electronics,869.56,2023-01-01 22:50:00,Chicago
139,2238,Home,137.08,2023-01-01 23:00:00,Houston
140,1307,Home,443.92,2023-01-01 23:10:00,NYC
141,4030,Clothing,139.86,2023-01-01 23:20:00,Chicago
142,2676,Electronics,649.66,2023-01-01 23:30:00,LA
143,1283,Books,740.48,2023-01-01 23:40:00,NYC
144,710,Books,947.76,2023-01-01 23:50:00,NYC
145,4745,Electronics,260.08,2023-01-02 00:00:00,NYC
146,4414,Electronics,372.63,2023-01-02 00:10:00,Chicago
147,3749,Home,392.85,2023-01-02 00:20:00,LA
148,4780,Clothing,106.03,2023-01-02 00:30:00,Houston
149,664,Clothing,809.83,2023-01-02 00:40:00,Houston
150,1999,Clothing,91.88,2023-01-02 00:50:00,Houston
151,3446,Books,345.16,2023-01-02 01:00:00,LA
152,3744,Books,198.48,2023-01-02 01:10:00,Houston
153,1496,Books,667.74,2023-01-02 01:20:00,NYC
154,3305,Clothing,906.51,2023-01-02 01:30:00,NYC
155,3764,Electronics,749.02,2023-01-02 01:40:00,LA
156,1854,Electronics,776.77,2023-01-02 01:50:00,NYC
157,4660,Clothing,87.72,2023-01-02 02:00:00,Houston
158,1292,Clothing,741.57,2023-01-02 02:10:00,LA
159,3582,Electronics,71.91,2023-01-02 02:20:00,LA
160,3458,Electronics,489.36,2023-01-02 02:30:00,Chicago
161,1637,Books,695.03,2023-01-02 02:40:00,NYC
162,3697,Home,262.19,2023-01-02 02:50:00,NYC
163,3000,Home,685.74,2023-01-02 03:00:00,NYC
164,3153,Clothing,881.73,2023-01-02 03:10:00,Chicago
165,699,Home,879.19,2023-01-02 03:20:00,Chicago
166,2161,Home,200.18,2023-01-02 03:30:00,Houston
167,4098,Home,281.77,2023-01-02 03:40:00,Chicago
168,4738,Books,669.38,2023-01-02 03:50:00,Chicago
169,855,Books,842.9,2023-01-02 04:00:00,Houston
170,3475,Electronics,460.67,2023-01-02 04:10:00,LA
171,1708,Clothing,922.98,2023-01-02 04:20:00,Chicago
172,2778,Home,578.87,2023-01-02 04:30:00,Chicago
173,1734,Electronics,269.33,2023-01-02 04:40:00,LA
174,4932,Books,29.77,2023-01-02 04:50:00,Houston
175,3511,Home,809.29,2023-01-02 05:00:00,LA
176,203,Clothing,101.88,2023-01-02 05:10:00,NYC
177,3256,Home,87.66,2023-01-02 05:20:00,NYC
178,4219,Books,779.36,2023-01-02 05:30:00,NYC
179,4497,Home,41.33,2023-01-02 05:40:00,Houston
180,767,Home,844.33,2023-01-02 05:50:00,LA
181,4390,Home,602.74,2023-01-02 06:00:00,Houston
182,2328,Home,640.18,2023-01-02 06:10:00,NYC
183,2932,Books,938.67,2023-01-02 06:20:00,LA
184,198,Electronics,868.02,2023-01-02 06:30:00,LA
185,1931,Home,85.24,2023-01-02 06:40:00,LA
186,3583,Clothing,854.46,2023-01-02 06:50:00,LA
187,609,Home,670.47,2023-01-02 07:00:00,Houston
188,3273,Clothing,323.61,2023-01-02 07:10:00,NYC
189,1148,Clothing,854.83,2023-01-02 07:20:00,Houston
190,4283,Home,33.07,2023-01-02 07:30:00,Houston
191,3398,Home,839.17,2023-01-02 07:40:00,NYC
192,2512,Clothing,623.99,2023-01-02 07:50:00,Houston
193,1795,Books,268.56,2023-01-02 08:00:00,Chicago
194,660,Electronics,15.9,2023-01-02 08:10:00,Chicago
195,2812,Clothing,526.11,2023-01-02 08:20:00,Chicago
196,1370,Books,428.03,2023-01-02 08:30:00,NYC
197,1987,Electronics,863.92,2023-01-02 08:40:00,Houston
198,147,Electronics,790.04,2023-01-02 08:50:00,LA
199,3220,Electronics,593.76,2023-01-02 09:00:00,NYC
200,2912,Home,159.34,2023-01-02 09:10:00,LA
201,1735,Home,728.86,2023-01-02 09:20:00,LA
202,1844,Clothing,597.69,2023-01-02 09:30:00,LA
203,489,Home,32.32,2023-01-02 09:40:00,Chicago
204,2977,Books,764.19,2023-01-02 09:50:00,Houston
205,1960,Electronics,833.4,2023-01-02 10:00:00,LA
206,2386,Electronics,776.75,2023-01-02 10:10:00,LA
207,2920,Electronics,184.57,2023-01-02 10:20:00,LA
208,4737,Home,507.48,2023-01-02 10:30:00,Chicago
209,1803,Home,532.01,2023-01-02 10:40:00,LA
210,4062,Home,935.01,2023-01-02 10:50:00,Chicago
211,3370,Books,926.35,2023-01-02 11:00:00,LA
212,263,Home,71.66,2023-01-02 11:10:00,NYC
213,624,Home,999.21,2023-01-02 11:20:00,NYC
214,1017,Home,788.82,2023-01-02 11:30:00,Houston
215,3644,Books,381.78,2023-01-02 11:40:00,Houston
216,4977,Home,745.85,2023-01-02 11:50:00,Houston
217,2050,Clothing,382.88,2023-01-02 12:00:00,Chicago
218,3724,Home,936.92,2023-01-02 12:10:00,LA
219,4549,Clothing,384.33,2023-01-02 12:20:00,NYC
220,3109,Books,768.44,2023-01-02 12:30:00,LA
221,4091,Clothing,163.72,2023-01-02 12:40:00,LA
222,2057,Books,853.79,2023-01-02 12:50:00,Houston
223,3171,Home,624.24,2023-01-02 13:00:00,NYC
224,1683,Home,809.52,2023-01-02 13:10:00,Chicago
225,2256,Clothing,423.78,2023-01-02 13:20:00,NYC
226,1155,Home,352.85,2023-01-02 13:30:00,LA
227,4500,Clothing,537.3,2023-01-02 13:40:00,LA
228,3192,Books,394.31,2023-01-02 13:50:00,Houston
229,1697,Home,519.01,2023-01-02 14:00:00,LA
230,3992,Home,436.34,2023-01-02 14:10:00,NYC
231,4724,Home,204.68,2023-01-02 14:20:00,NYC
232,4683,Electronics,976.86,2023-01-02 14:30:00,NYC
233,1649,Electronics,25.92,2023-01-02 14:40:00,NYC
234,1446,Clothing,926.39,2023-01-02 14:50:00,Chicago
235,4200,Electronics,829.12,2023-01-02 15:00:00,LA
236,3924,Home,426.69,2023-01-02 15:10:00,Houston
237,254,Electronics,328.88,2023-01-02 15:20:00,Chicago
238,3184,Clothing,173.04,2023-01-02 15:30:00,NYC
239,2558,Electronics,141.73,2023-01-02 15:40:00,Houston
240,99,Books,555.41,2023-01-02 15:50:00,NYC
241,2201,Books,114.37,2023-01-02 16:00:00,Houston
242,2962,Electronics,481.71,2023-01-02 16:10:00,Houston
243,4974,Books,816.56,2023-01-02 16:20:00,NYC
244,4434,Books,759.45,2023-01-02 16:30:00,NYC
245,3778,Electronics,141.19,2023-01-02 16:40:00,LA
246,2870,Books,961.47,2023-01-02 16:50:00,LA
247,3235,Clothing,293.31,2023-01-02 17:00:00,Chicago
248,3792,Clothing,708.63,2023-01-02 17:10:00,NYC
249,957,Home,307.49,2023-01-02 17:20:00,NYC
250,4068,Clothing,621.25,2023-01-02 17:30:00,Houston
251,161,Home,576.76,2023-01-02 17:40:00,Chicago
252,4494,Home,186.53,2023-01-02 17:50:00,Chicago
253,1301,Electronics,656.03,2023-01-02 18:00:00,NYC
254,4912,Books,332.75,2023-01-02 18:10:00,Houston
255,3988,Electronics,615.04,2023-01-02 18:20:00,Chicago
256,1528,Home,545.96,2023-01-02 18:30:00,LA
257,1219,Electronics,844.23,2023-01-02 18:40:00,LA
258,4497,Books,221.46,2023-01-02 18:50:00,NYC
259,4736,Books,159.9,2023-01-02 19:00:00,NYC
260,3105,Books,856.35,2023-01-02 19:10:00,NYC
261,2736,Home,450.1,2023-01-02 19:20:00,Houston
262,4556,Electronics,784.02,2023-01-02 19:30:00,NYC
263,955,Electronics,959.98,2023-01-02 19:40:00,Chicago
264,4566,Home,548.88,2023-01-02 19:50:00,Chicago
265,3447,Home,307.67,2023-01-02 20:00:00,LA
266,1046,Clothing,796.29,2023-01-02 20:10:00,Houston
267,1694,Electronics,931.63,2023-01-02 20:20:00,LA
268,3437,Books,252.7,2023-01-02 20:30:00,LA
269,563,Electronics,691.46,2023-01-02 20:40:00,LA
270,2486,Clothing,782.78,2023-01-02 20:50:00,Houston
271,3355,Books,36.3,2023-01-02 21:00:00,LA
272,226,Clothing,596.35,2023-01-02 21:10:00,Houston
273,4894,Home,636.83,2023-01-02 21:20:00,LA
274,960,Home,640.18,2023-01-02 21:30:00,LA
275,4549,Electronics,93.27,2023-01-02 21:40:00,Chicago
276,3068,Home,31.47,2023-01-02 21:50:00,LA
277,816,Home,300.76,2023-01-02 22:00:00,Chicago
278,4755,Electronics,364.25,2023-01-02 22:10:00,Houston
279,4643,Clothing,153.18,2023-01-02 22:20:00,Chicago
280,3121,Clothing,514.49,2023-01-02 22:30:00,LA
281,17,Books,235.27,2023-01-02 22:40:00,Chicago
282,1244,Books,344.16,2023-01-02 22:50:00,NYC
283,2206,Clothing,299.9,2023-01-02 23:00:00,Houston
284,2525,Home,774.31,2023-01-02 23:10:00,LA
285,1070,Books,878.3,2023-01-02 23:20:00,NYC
286,3445,Clothing,305.49,2023-01-02 23:30:00,NYC
287,2566,Home,382.88,2023-01-02 23:40:00,Houston
288,1061,Home,817.12,2023-01-02 23:50:00,Chicago
289,2328,Clothing,761.51,2023-01-03 00:00:00,LA
290,3421,Electronics,711.71,2023-01-03 00:10:00,Houston
291,302,Clothing,710.78,2023-01-03 00:20:00,NYC
292,4277,Home,304.21,2023-01-03 00:30:00,Houston
293,607,Books,937.16,2023-01-03 00:40:00,LA
294,3171,Home,811.1,2023-01-03 00:50:00,Houston
295,700,Home,219.81,2023-01-03 01:00:00,LA
296,1140,Clothing,665.53,2023-01-03 01:10:00,NYC
297,191,Home,163.34,2023-01-03 01:20:00,NYC
298,2301,Electronics,581.86,2023-01-03 01:30:00,Houston
299,981,Books,296.21,2023-01-03 01:40:00,LA
300,2976,Clothing,114.19,2023-01-03 01:50:00,LA
301,1185,Electronics,607.14,2023-01-03 02:00:00,LA
302,3328,Books,885.45,2023-01-03 02:10:00,Houston
303,3395,Electronics,149.3,2023-01-03 02:20:00,Chicago
304,128,Home,900.07,2023-01-03 02:30:00,Chicago
305,2066,Home,136.54,2023-01-03 02:40:00,LA
306,1817,Electronics,744.46,2023-01-03 02:50:00,LA
307,570,Books,989.7,2023-01-03 03:00:00,NYC
308,1896,Electronics,102.74,2023-01-03 03:10:00,NYC
309,2734,Electronics,220.54,2023-01-03 03:20:00,Chicago
310,3864,Electronics,468.92,2023-01-03 03:30:00,Chicago
311,4722,Books,740.22,2023-01-03 03:40:00,NYC
312,4015,Electronics,898.93,2023-01-03 03:50:00,Chicago
313,2902,Home,731.82,2023-01-03 04:00:00,LA
314,1687,Clothing,773.51,2023-01-03 04:10:00,Houston
315,3010,Home,457.61,2023-01-03 04:20:00,Chicago
316,155,Home,362.26,2023-01-03 04:30:00,Chicago
317,2538,Electronics,512.69,2023-01-03 04:40:00,LA
318,1410,Clothing,653.03,2023-01-03 04:50:00,Houston
319,4058,Electronics,507.32,2023-01-03 05:00:00,LA
320,785,Clothing,792.43,2023-01-03 05:10:00,LA
321,3176,Home,165.5,2023-01-03 05:20:00,NYC
322,4342,Books,402.23,2023-01-03 05:30:00,LA
323,2807,Electronics,75.84,2023-01-03 05:40:00,NYC
324,538,Home,674.72,2023-01-03 05:50:00,Chicago
325,1842,Clothing,759.46,2023-01-03 06:00:00,Chicago
326,2456,Home,670.71,2023-01-03 06:10:00,Houston
327,525,Home,955.6,2023-01-03 06:20:00,Chicago
328,2951,Home,932.82,2023-01-03 06:30:00,LA
329,4132,Books,277.71,2023-01-03 06:40:00,Chicago
330,4781,Electronics,250.74,2023-01-03 06:50:00,NYC
331,4116,Electronics,35.07,2023-01-03 07:00:00,Chicago
332,2369,Electronics,507.54,2023-01-03 07:10:00,Chicago
333,3848,Books,862.51,2023-01-03 07:20:00,NYC
334,4496,Books,165.93,2023-01-03 07:30:00,NYC
335,2702,Clothing,597.45,2023-01-03 07:40:00,NYC
336,972,Electronics,723.16,2023-01-03 07:50:00,NYC
337,1167,Clothing,374.01,2023-01-03 08:00:00,NYC
338,4930,Home,705.92,2023-01-03 08:10:00,Chicago
339,2775,Clothing,838.94,2023-01-03 08:20:00,LA
340,1983,Clothing,20.4,2023-01-03 08:30:00,LA
341,854,Home,737.88,2023-01-03 08:40:00,Houston
342,4147,Home,603.84,2023-01-03 08:50:00,Houston
343,3737,Clothing,846.39,2023-01-03 09:00:00,Houston
344,3770,Clothing,147.22,2023-01-03 09:10:00,LA
345,575,Electronics,809.03,2023-01-03 09:20:00,NYC
346,3262,Books,149.77,2023-01-03 09:30:00,Chicago
347,1149,Home,589.03,2023-01-03 09:40:00,NYC
348,1716,Clothing,278.18,2023-01-03 09:50:00,LA
349,4778,Books,247.61,2023-01-03 10:00:00,Houston
350,4934,Clothing,503.75,2023-01-03 10:10:00,Houston
351,3855,Electronics,759.76,2023-01-03 10:20:00,Houston
352,2492,Clothing,648.77,2023-01-03 10:30:00,Chicago
353,2661,Home,988.68,2023-01-03 10:40:00,LA
354,3125,Clothing,127.87,2023-01-03 10:50:00,Chicago
355,3052,Clothing,724.54,2023-01-03 11:00:00,Houston
356,5,Home,64.92,2023-01-03 11:10:00,Chicago
357,4870,Electronics,363.88,2023-01-03 11:20:00,LA
358,877,Home,350.07,2023-01-03 11:30:00,NYC
359,992,Clothing,263.65,2023-01-03 11:40:00,Houston
360,4143,Electronics,537.08,2023-01-03 11:50:00,NYC
361,4365,Home,251.2,2023-01-03 12:00:00,LA
362,4466,Books,373.9,2023-01-03 12:10:00,LA
363,636,Books,860.9,2023-01-03 12:20:00,Chicago
364,1694,Books,330.48,2023-01-03 12:30:00,LA
365,1683,Home,986.1,2023-01-03 12:40:00,Chicago
366,4753,Electronics,283.28,2023-01-03 12:50:00,Chicago
367,120,Home,903.97,2023-01-03 13:00:00,Chicago
368,831,Clothing,436.96,2023-01-03 13:10:00,Chicago
369,3676,Home,908.45,2023-01-03 13:20:00,LA
370,1370,Books,432.52,2023-01-03 13:30:00,NYC
371,741,Books,772.66,2023-01-03 13:40:00,LA
372,117,Clothing,406.0,2023-01-03 13:50:00,LA
373,2839,Home,624.69,2023-01-03 14:00:00,NYC
374,1151,Books,60.97,2023-01-03 14:10:00,NYC
375,1932,Home,603.01,2023-01-03 14:20:00,NYC
376,1013,Books,322.79,2023-01-03 14:30:00,Chicago
377,1665,Clothing,996.32,2023-01-03 14:40:00,Chicago
378,1082,Electronics,812.52,2023-01-03 14:50:00,NYC
379,4730,Electronics,88.78,2023-01-03 15:00:00,Chicago
380,513,Books,206.29,2023-01-03 15:10:00,Chicago
381,2850,Books,619.91,2023-01-03 15:20:00,LA
382,560,Home,307.42,2023-01-03 15:30:00,NYC
383,3673,Electronics,220.77,2023-01-03 15:40:00,NYC
384,4584,Home,362.14,2023-01-03 15:50:00,Chicago
385,4993,Books,115.14,2023-01-03 16:00:00,Houston
386,3344,Electronics,558.93,2023-01-03 16:10:00,Chicago
387,4071,Home,290.18,2023-01-03 16:20:00,Houston
388,4800,Books,868.34,2023-01-03 16:30:00,NYC
389,1471,Home,42.43,2023-01-03 16:40:00,NYC
390,581,Home,357.43,2023-01-03 16:50:00,NYC
391,2295,Books,554.1,2023-01-03 17:00:00,NYC
392,3148,Home,242.81,2023-01-03 17:10:00,NYC
393,4250,Home,66.78,2023-01-03 17:20:00,NYC
394,1680,Electronics,81.73,2023-01-03 17:30:00,LA
395,3507,Home,167.73,2023-01-03 17:40:00,LA
396,2745,Clothing,279.17,2023-01-03 17:50:00,NYC
397,3357,Books,708.68,2023-01-03 18:00:00,Chicago
398,4046,Home,479.9,2023-01-03 18:10:00,Chicago
399,1244,Books,42.6,2023-01-03 18:20:00,Houston
400,3119,Clothing,163.48,2023-01-03 18:30:00,NYC
401,2142,Books,374.25,2023-01-03 18:40:00,LA
402,3060,Clothing,425.58,2023-01-03 18:50:00,LA
403,4549,Clothing,72.51,2023-01-03 19:00:00,Chicago
404,2960,Electronics,129.85,2023-01-03 19:10:00,Chicago
405,2266,Clothing,269.57,2023-01-03 19:20:00,NYC
406,2480,Electronics,838.29,2023-01-03 19:30:00,Chicago
407,4647,Home,217.11,2023-01-03 19:40:00,Chicago
408,1636,Electronics,234.53,2023-01-03 19:50:00,Chicago
409,1758,Electronics,499.58,2023-01-03 20:00:00,NYC
410,4453,Home,892.55,2023-01-03 20:10:00,Houston
411,2071,Books,532.91,2023-01-03 20:20:00,NYC
412,2850,Books,88.56,2023-01-03 20:30:00,Houston
413,3252,Home,194.57,2023-01-03 20:40:00,NYC
414,3731,Clothing,857.24,2023-01-03 20:50:00,Houston
415,2490,Electronics,877.99,2023-01-03 21:00:00,LA
416,1632,Books,797.5,2023-01-03 21:10:00,LA
417,2817,Books,546.42,2023-01-03 21:20:00,Chicago
418,1016,Clothing,444.76,2023-01-03 21:30:00,LA
419,1349,Books,275.54,2023-01-03 21:40:00,LA
420,4612,Books,552.32,2023-01-03 21:50:00,Chicago
421,3088,Books,685.99,2023-01-03 22:00:00,Chicago
422,2840,Home,603.26,2023-01-03 22:10:00,Houston
423,336,Books,233.3,2023-01-03 22:20:00,NYC
424,4593,Books,904.07,2023-01-03 22:30:00,LA
425,896,Home,396.53,2023-01-03 22:40:00,NYC
426,3547,Books,886.04,2023-01-03 22:50:00,Houston
427,852,Clothing,403.47,2023-01-03 23:00:00,NYC
428,1688,Electronics,48.07,2023-01-03 23:10:00,Houston
429,1932,Home,740.57,2023-01-03 23:20:00,LA
430,3747,Home,920.94,2023-01-03 23:30:00,NYC
431,2428,Books,262.21,2023-01-03 23:40:00,Chicago
432,1569,Electronics,547.06,2023-01-03 23:50:00,Chicago
433,4001,Clothing,809.54,2023-01-04 00:00:00,LA
434,2739,Clothing,327.87,2023-01-04 00:10:00,NYC
435,3499,Electronics,293.31,2023-01-04 00:20:00,LA
436,3914,Electronics,416.95,2023-01-04 00:30:00,LA
437,1067,Clothing,555.07,2023-01-04 00:40:00,Houston
438,4381,Books,557.01,2023-01-04 00:50:00,LA
439,2445,Electronics,491.49,2023-01-04 01:00:00,LA
440,4108,Electronics,822.14,2023-01-04 01:10:00,NYC
441,3374,Books,161.39,2023-01-04 01:20:00,LA
442,3970,Home,94.31,2023-01-04 01:30:00,Houston
443,2547,Electronics,176.88,2023-01-04 01:40:00,Chicago
444,754,Books,706.96,2023-01-04 01:50:00,NYC
445,2083,Clothing,153.79,2023-01-04 02:00:00,Houston
446,2775,Home,329.6,2023-01-04 02:10:00,Houston
447,2897,Electronics,880.88,2023-01-04 02:20:00,NYC
448,4186,Books,148.83,2023-01-04 02:30:00,LA
449,776,Home,532.89,2023-01-04 02:40:00,Houston
450,1626,Books,510.98,2023-01-04 02:50:00,Houston
451,3070,Clothing,43.71,2023-01-04 03:00:00,Chicago
452,418,Electronics,124.26,2023-01-04 03:10:00,LA
453,115,Books,950.89,2023-01-04 03:20:00,NYC
454,617,Electronics,961.42,2023-01-04 03:30:00,LA
455,3975,Books,875.91,2023-01-04 03:40:00,LA
456,3268,Electronics,437.54,2023-01-04 03:50:00,Houston
457,826,Electronics,597.01,2023-01-04 04:00:00,LA
458,1517,Home,825.91,2023-01-04 04:10:00,LA
459,3147,Books,679.38,2023-01-04 04:20:00,Houston
460,413,Books,896.18,2023-01-04 04:30:00,Chicago
461,729,Electronics,322.58,2023-01-04 04:40:00,Houston
462,3349,Electronics,627.91,2023-01-04 04:50:00,LA
463,2809,Home,571.37,2023-01-04 05:00:00,NYC
464,676,Clothing,984.75,2023-01-04 05:10:00,Houston
465,3466,Books,879.3,2023-01-04 05:20:00,NYC
466,2505,Electronics,173.54,2023-01-04 05:30:00,LA
467,2968,Home,68.3,2023-01-04 05:40:00,LA
468,2787,Electronics,451.94,2023-01-04 05:50:00,Houston
469,1123,Books,550.06,2023-01-04 06:00:00,Chicago
